timestamp(ms);elapse-time(ms);cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
0;;0.0;0.0;225.38;46.0;0.14
1417;;0.0;14.8;225.38;46.1;0.82
2634;180
2722;255
2733;180
2873;;9.68;30.4;225.69;46.1;13.61
2932;212
3240;509
3254;429
3346;496
3356;515
3477;430
3673;424
3790;448
4024;659
4036;574
4136;567
4226;641
4240;662
4327;543
4413;539
4589;558
4592;;34.08;74.5;232.6;46.4;17.84
4704;574
4818;599
5009;763
5024;699
5142;733
5242;748
5253;752
5341;645
5423;613
5594;575
5678;538
5758;522
5908;649
5921;584
6012;593
6136;625
6143;627
6281;608
6353;;34.73;75.1;227.12;46.5;1.36
6397;644
6620;702
6720;714
6821;691
7004;852
7017;742
7110;731
7192;683
7202;680
7302;590
7386;574
7556;547
7638;533
7729;541
7888;677
7901;604
7989;607
8046;;31.5;72.9;227.11;46.7;15.58
8105;634
8121;643
8235;601
8342;620
8529;634
8631;646
8737;638
8932;802
8943;715
9037;705
9136;710
9143;711
9238;614
9320;588
9475;538
9554;521
9641;509
9783;;35.58;74.8;229.99;46.9;24.05
9813;663
9834;602
9970;655
10086;689
10097;696
10201;652
10296;659
10486;663
10567;602
10653;579
10806;703
10822;627
10906;614
10989;601
10999;606
11085;523
11169;521
11244;432
11329;428
11415;431
11421;341
11509;345
11516;;34.7;72.7;232.1;47.1;0.21
11708;383
11804;396
11896;392
11996;292
12001;202
12105;115
12233;132
13291;;10.97;35.9;233.32;47.1;0.18
